"","category_name","group_name","total_members","city","created"
"3640","Dancing","NYC Bellydance Meetup!",210,"New York City",2003-06-19
"3641","Dancing","NYC Club Dancing Meetup Group",608,"New York City",2013-07-10
"3642","Dancing","NYC Dance Events",1,"New York City",2011-06-22
"3643","Dancing","NYC Dance for Lunch",626,"New York City",2016-02-08
"3644","Dancing","NYC Dance Parties & Beyond plus Dance Calendars",1,"New York City",2008-07-17
"3645","Dancing","NYC Date Nights Out",485,"New York City",2015-01-29
"3646","Dancing","NYC Jewish Ballroom, Swing, Salsa, and Israeli Dance Meetup",1,"New York City",2014-10-29
"3647","Dancing","NYC Latin & Ballroom Dance",1,"New York City",2009-04-09
"3648","Dancing","NYC New to Dance Meetup Group",1670,"New York City",2011-06-07
"3649","Dancing","NYC Salsa",1,"New York City",2013-06-10
"3650","Dancing","NYC Swing Dancing",658,"New York City",2010-01-15
"3651","Dancing","NYC Tango",13,"New York City",2010-06-21
"3652","Dancing","NYC Tango & Wine Lover",785,"New York City",2008-09-09
"3653","Dancing","Nyc Tango Festival/ Usa Tango Championship Social Meet up",21,"New York City",2014-07-11
"3654","Dancing","NYC: *SASSY* Dance Classes for Women (Hip-Hop, Heels, Jazz)",1,"New York City",2016-05-03
"3655","Dancing","Occupy Dance",61,"New York City",2012-03-07
"3656","Dancing","Old School Hip-Hop Parties NYC",1,"New York City",2015-01-15
"3657","Dancing","Pick Dance Studio Social Dance Classes",579,"San Francisco",2014-11-11
"3658","Dancing","ProAm Dance Team - Exclusive Performance Team for NBA/NHL",37,"New York City",2017-06-23
"3659","Dancing","ProAm Dance Team - The Best Dance Team in USA - TEAMNYC",248,"New York City",2014-09-16
"3660","Dancing","Queens NYC Salsa Lesson & Dancing",95,"New York City",2016-10-13
"3661","Dancing","Raas Garba Night with Bhoomi Trivedi.",1,"New York City",2017-07-11
"3662","Dancing","Rave Meetup",1,"New York City",2010-05-04
"3663","Dancing","Rhinestone to Diamond: Find Your Brilliance & Your Purpose",255,"Chicago",2015-01-02
"3664","Dancing","Rueda de Casino in New York City!",73,"New York City",2013-01-22
"3665","Dancing","Salsa Classes for Absolute Beginners",647,"New York City",2016-03-07
"3666","Dancing","Salsa Classes For First Timers",1025,"New York City",2016-01-27
"3667","Dancing","Salsa Dance NYC Students & Teachers Meetup",269,"New York City",2008-05-27
"3668","Dancing","Salsa Dance Parties in New York City",1,"New York City",2015-11-09
"3669","Dancing","Salsa Gals! 20-30s",1,"Chicago",2017-03-11
"3670","Dancing","Salsa in NYC",1102,"New York City",2015-08-26
"3671","Dancing","Salsa in Washington Heights",40,"New York City",2017-09-20
"3672","Dancing","Salsa Jersey City",16,"New York City",2017-04-17
"3673","Dancing","Salsa New York",8080,"New York City",2008-08-18
"3674","Dancing","SALSA NEW YORK Classes, Workshops, Parties & Special Offers",1027,"New York City",2014-03-23
"3675","Dancing","Salsa, Reggaeton & Latin Dance Meetup",1,"New York City",2012-06-11
"3676","Dancing","SalsaCrazy's San Francisco Bay Area Salsa Dance Meetup",1690,"San Francisco",2006-05-12
"3677","Dancing","Salsamania NYC",1742,"New York City",2015-02-18
"3678","Dancing","San Francisco / Bay Area Paint Dancing - PaintDancing.com",734,"San Francisco",2008-03-10
"3679","Dancing","San Francisco Bachata y Mas Meetup",61,"San Francisco",2017-08-22
"3680","Dancing","San Francisco Bay Area Tango",329,"San Francisco",2007-12-14
"3681","Dancing","San Francisco Contra Dancers",187,"San Francisco",2013-01-21
"3682","Dancing","San Francisco Dance Meetup",63,"San Francisco",2017-09-11
"3683","Dancing","San Francisco Live Latin Music/Dance Lessons Meetup",128,"San Francisco",2017-09-28
"3684","Dancing","San Francisco Salsa and Hip Hop Classes",207,"San Francisco",2017-05-31
"3685","Dancing","San Francisco Salsa/Mambo (iHeartMambo) Meetup",818,"San Francisco",2016-03-04
"3686","Dancing","Scotia Scottish Country Dancers",208,"New York City",2009-09-11
"3687","Dancing","Sensual Bachata and Salsa New York City",508,"New York City",2016-09-13
"3688","Dancing","SF Bay Area Swing Dancers-Lindy Hop, Bal & Shag Events",576,"San Francisco",2007-10-07
"3689","Dancing","SF Caribbean Music Lovers",452,"San Francisco",2015-11-03
"3690","Dancing","SF Electro Swing & Vintage Dance Classes & Party",90,"San Francisco",2017-04-14
"3691","Dancing","SF Street Dancers",99,"San Francisco",2016-01-18
"3692","Dancing","Social Dancing and Drinking",30,"New York City",2016-07-16
"3693","Dancing","Social Gathering & Dancing Meetup",756,"Chicago",2016-02-20
"3694","Dancing","Sock Hop Sundays",304,"New York City",2011-07-14
"3695","Dancing","Sultry Salsa Dancers Chicago",753,"Chicago",2004-06-21
"3696","Dancing","Sunday Tango Night",1,"Chicago",2017-05-28
"3697","Dancing","Sundown Blues",1,"San Francisco",2017-03-24
"3698","Dancing","Swing Festival",129,"San Francisco",2009-11-08
"3699","Dancing","T.R.I.B.A.L Dance",95,"Chicago",2016-10-02
"3700","Dancing","Tango Around San Francisco",317,"San Francisco",2011-11-07
"3701","Dancing","Tango Date NYC",266,"New York City",2011-09-14
"3702","Dancing","Tango meetup night in NYC with classes and dancing",431,"New York City",2013-10-17
"3703","Dancing","Tango Sundays",1,"New York City",2016-11-24
"3704","Dancing","TAPPY HOUR",227,"New York City",2010-02-16
"3705","Dancing","The Artist Dream",21,"New York City",2012-10-10
"3706","Dancing","The Barefoot Boogie",163,"New York City",2015-06-14
"3707","Dancing","The Chicago Renaissance Dance Meetup Group",111,"Chicago",2008-12-11
"3708","Dancing","The Chicago Social Dance Meetup Group",958,"Chicago",2006-09-11
"3709","Dancing","The New York Ballroom Dance Meetup",163,"New York City",2008-02-06
"3710","Dancing","The New York Latin Social Group",1325,"New York City",2003-10-22
"3711","Dancing","The New York Scottish Country Dancing Meetup Group",259,"New York City",2009-08-17
"3712","Dancing","The Saturday Night Dinner & Dance Club",73,"New York City",2017-05-26
"3713","Dancing","The Soca Dance Experience",118,"New York City",2016-09-05
"3714","Dancing","Times Squares Square Dance Club",157,"New York City",2013-01-05
"3715","Dancing","TIPDI Dance Camps for Adults",33,"New York City",2017-10-09
"3716","Dancing","Ultimate Tango NYC Meetup",372,"New York City",2014-12-25
"3717","Dancing","Upper West Side Social Dance Group",163,"New York City",2017-08-15
"3718","Dancing","West Coast Swing in New York City",45,"New York City",2014-05-06
"3719","Dancing","West Coast Swing New York",125,"New York City",2015-05-02
"3720","Dancing","Woodchopper's Ball, Meet New People Through Dancing",1,"San Francisco",2017-01-30
"3721","Dancing","XSite- A Pop Up Urban Experience",1,"Chicago",2017-07-24
"3722","Dancing","Zouk",138,"San Francisco",2011-08-04
"3723","Dancing","Zumba en Nueva York!",1,"New York City",2017-09-25
"3724","Education & Learning","#AAA.org & Darwin fans! Astronomy, Evolution, Science, NYC",337,"New York City",2007-01-27
"3725","Education & Learning","20-something teachers in Chicago (female only)",18,"Chicago",2017-06-18
"3726","Education & Learning","3 Topics Over Dinner",236,"New York City",2008-04-20
"3727","Education & Learning","6 Degrees To Equality",301,"New York City",2014-08-19
"3728","Education & Learning","730 Toastmasters Club",1,"New York City",2015-08-03
"3729","Education & Learning","A Stop on the Underground Railroad: Peck Homestead Tour",1,"Chicago",2017-01-26
"3730","Education & Learning","Academic Writing Meetup",175,"San Francisco",2012-11-09
"3731","Education & Learning","Accent Workshop for Actors, Comedians, and everyone else!",290,"New York City",2013-04-10
"3732","Education & Learning","Activities and Fun Events to Explore New York City",723,"New York City",2016-05-11
"3733","Education & Learning","Amateur Chemists of the City of New York",31,"New York City",2016-09-08
"3734","Education & Learning","American Buddhist Study Center",36,"New York City",2016-12-10
"3735","Education & Learning","American Decorative Arts Forum",65,"San Francisco",2014-03-11
"3736","Education & Learning","American History Meetup",249,"New York City",2016-01-11
"3737","Education & Learning","Analytics Lounge Happy Hour",19,"Chicago",2017-03-14
"3738","Education & Learning","Applied Psychology Meetup NYC",573,"New York City",2012-06-26
"3739","Education & Learning","Applied Sciences Chicago",142,"Chicago",2014-06-23
"3740","Education & Learning","Art Appreciation and Philosophy",2171,"Chicago",2011-02-09
"3741","Education & Learning","Art Workshops with CCSF Continuing Ed",8,"San Francisco",2017-09-29
"3742","Education & Learning","Articulate User Meetup Chicago",43,"Chicago",2017-06-13
"3743","Education & Learning","ArtsEdTechNYC",412,"New York City",2013-04-26
"3744","Education & Learning","Asian Philosophy and Poetry",1,"San Francisco",2017-08-04
"3745","Education & Learning","Astonishing Hypothesis - science of consciousness meetup",97,"New York City",2012-08-13
"3746","Education & Learning","Ayn Rand: A Sense of Life",51,"San Francisco",2008-03-29
"3747","Education & Learning","BAASICS (Bay Area Art & Science Interdisciplinary Sessions)",347,"San Francisco",2012-02-28
"3748","Education & Learning","Bay Area Babysitters & Nannies",98,"San Francisco",2014-05-12
"3749","Education & Learning","Bay Area Biohackers",1,"San Francisco",2016-04-22
"3750","Education & Learning","Bay Area Clinical Researchers Networking Group",172,"San Francisco",2013-07-26
"3751","Education & Learning","Bay Area Comparative Religious Studies",16,"San Francisco",2015-11-10
"3752","Education & Learning","Bay Area Coworking",149,"San Francisco",2017-05-09
"3753","Education & Learning","Bay Area LifeTech (BALT)",1387,"San Francisco",2011-12-13
"3754","Education & Learning","Bay Area Pharma Advertising",8,"San Francisco",2017-05-31
"3755","Education & Learning","Bay Area Philosophy Group",447,"San Francisco",2013-05-30
"3756","Education & Learning","BayBio",1,"San Francisco",2012-07-17
"3757","Education & Learning","Beer with a Scientist Sundays",77,"New York City",2017-10-14
"3758","Education & Learning","Behavioral Economics Reading & Discussion Group @ NYC",342,"New York City",2014-05-12
"3759","Education & Learning","Behavioral Economics Reading & Discussion Group @ SF",287,"San Francisco",2014-05-14
"3760","Education & Learning","Ben Franklin Appreciation Society",21,"New York City",2016-01-31
"3761","Education & Learning","Ben Franklin Circles - San Francisco",52,"San Francisco",2016-05-02
"3762","Education & Learning","Best of New York - Tours and more",88,"New York City",2017-09-27
"3763","Education & Learning","Biocom Monthly Meet Up",1,"San Francisco",2017-05-09
"3764","Education & Learning","Biotech Networking (BioNet)",563,"San Francisco",2015-09-02
"3765","Education & Learning","BlockChain Startups and ICOs",333,"Chicago",2017-07-14
"3766","Education & Learning","Bright Star",1,"San Francisco",2017-02-04
"3767","Education & Learning","Bronx Education Meetup (BEM)",83,"New York City",2016-08-18
"3768","Education & Learning","Brooklyn Midwood Book Club",1,"New York City",2017-10-06
"3769","Education & Learning","BuJo (Bullet Journaling) NY Metro Meetup!",11,"New York City",2017-09-25
"3770","Education & Learning","Caf News",288,"New York City",2014-08-17
"3771","Education & Learning","Cafe Philo New York",561,"New York City",2011-10-05
"3772","Education & Learning","Catholic Singles 35+",1,"New York City",2017-10-19
"3773","Education & Learning","Cervantes Toastmasters - Spanish Club in NYC",67,"New York City",2016-06-14
"3774","Education & Learning","CFA Study Group Meetup Chicago",51,"Chicago",2014-12-18
"3775","Education & Learning","Chicago Ancient Roman History and Culture Society",1,"Chicago",2017-01-07
"3776","Education & Learning","Chicago Area Parents of Mensans Under 18",1,"Chicago",2012-11-20
"3777","Education & Learning","Chicago Area Public Speakers Association",564,"Chicago",2013-08-14
"3778","Education & Learning","Chicago Biohacking",335,"Chicago",2013-12-25
"3779","Education & Learning","Chicago Certified Public Accountants Meetup",84,"Chicago",2015-01-01
"3780","Education & Learning","Chicago Committee of Correspondence for 2018, 2020",54,"Chicago",2017-02-01
"3781","Education & Learning","Chicago Educators: Courageous Dialogue",39,"Chicago",2017-06-02
"3782","Education & Learning","Chicago EHS Professionals",40,"Chicago",2017-02-19
"3783","Education & Learning","Chicago Girls coding workshop & hackathon",1,"Chicago",2016-12-23
"3784","Education & Learning","Chicago Higher Education & Technology Meetup",85,"Chicago",2016-07-26
"3785","Education & Learning","Chicago History Meetup",470,"Chicago",2016-12-31
"3786","Education & Learning","Chicago Humanities Meetup",139,"Chicago",2016-01-31
"3787","Education & Learning","Chicago Institute for Healthcare Innovation",489,"Chicago",2015-08-03
"3788","Education & Learning","Chicago Intellectual Discussion Meetup",1,"Chicago",2017-10-07
"3789","Education & Learning","Chicago Minecraft Meetup",44,"Chicago",2016-10-31
"3790","Education & Learning","Chicago New Teachers Meetup",32,"Chicago",2016-09-15
"3791","Education & Learning","Chicago Nonfiction, Private Book Club",44,"Chicago",2015-10-21
"3792","Education & Learning","Chicago Online Education Meetup",60,"Chicago",2017-05-26
"3793","Education & Learning","Chicago Physics Meetup",94,"Chicago",2016-12-16
"3794","Education & Learning","Chicago SalesEnablement Meetup",159,"Chicago",2017-02-24
"3795","Education & Learning","Chicago Science Field Trips",1467,"Chicago",2006-07-02
"3796","Education & Learning","Chicago Scratch Educator Meetup",88,"Chicago",2016-04-12
"3797","Education & Learning","Chicago Skeptics",751,"Chicago",2006-09-28
